recordID,hu12_zoneid,lagoslakeid,mean_secchi,median_secchi,sd_secchi,covar_secchi,nobs_secchi,nhdid,nhd_lat,nhd_long,lake_area_ha,lake_perim_meters,lagosname1,meandepth,maxdepth,in_nwi,iws_zone_id,hu4_zoneid,hu8_zoneid,edu_zoneid,state_name,iws_area_ha,lakeconnectivity,glacial,pcturbancombined_hu12,pctagcombined_hu12,pctpasturehay_hu12,pctrowcrop_hu12
89,HU12_10387,71100,1.221.111.111,1.145,312.617.756,256.010.901,9,120018715,45.729.572,-95.284.349,1.137.806.051,4.162.313.263,LEVEN,NA,10.1,yes,IWS_25068,HU4_53,HU8_346,EDU_77,Minnesota,3.100.120.937,DR_Stream,Glaciated,4.1634,782.329,157.279,62.505
90,HU12_10387,2780,3.5225,3.24,753.231.135,213.834.247,8,86366797,45.685.539,-95.290.112,3.662.670.897,1.194.939.127,AMELIA,NA,21.6,yes,IWS_25070,HU4_53,HU8_346,EDU_77,Minnesota,2.103.273.066,DR_LakeStream,Glaciated,4.1634,782.329,157.279,62.505
91,HU12_10387,2237,1.388.125,1.235,622.913.302,448.744.387,8,120018721,45.711.249,-95.291.622,2.151.290.755,5.631.744.221,VILLARD,NA,4.6,yes,IWS_25548,HU4_53,HU8_346,EDU_77,Minnesota,5.561.557.901,DR_Stream,Glaciated,4.1634,782.329,157.279,62.505
92,HU12_10388,113505,1.24,1.22,338.489.291,272.975.235,9,86367185,45.614.414,-95.300.991,1.227.852.801,1.099.436.377,MARLU,NA,NA,yes,IWS_25999,HU4_53,HU8_346,EDU_77,Minnesota,2.781.152.447,DR_LakeStream,Glaciated,4.6253,734.977,7.5757,65.922
93,HU12_10389,1253,342.125,3.505,77.043.471,225.191,8,120018752,45.490.458,-95.364.855,7.037.561.406,3.208.672.438,LINKA,6.7,16.8,yes,IWS_25291,HU4_53,HU8_346,EDU_77,Minnesota,477.890.901,DR_Stream,Glaciated,3.6499,658.123,12.1494,536.629
94,HU12_10389,3216,2.5865,2.665,353.883.612,136.819.491,10,86368699,45.452.653,-95.348.173,1.647.566.238,5.989.793.406,SCANDINAVIAN,NA,14.9,yes,IWS_25267,HU4_53,HU8_346,EDU_77,Minnesota,9.500.611.317,DR_Stream,Glaciated,3.6499,658.123,12.1494,536.629
95,HU12_10389,4211,1.007,0.99,176.150.188,174.925.708,10,120018754,4.547.604,-95.365.797,1.309.158.379,794.896.915,GILCHRIST,NA,7.3,yes,IWS_25593,HU4_53,HU8_346,EDU_77,Minnesota,253.301.092,DR_LakeStream,Glaciated,3.6499,658.123,12.1494,536.629
96,HU12_10390,45295,2.4515,2.4375,395.088.246,161.161.838,10,120018748,45.500.205,-95.443.045,4.090.190.345,486.325.628,HOFF,NA,11.6,yes,IWS_26072,HU4_53,HU8_346,EDU_77,Minnesota,6.546.472.089,Isolated,Glaciated,3.8359,725.886,10.4441,621.445
97,HU12_10393,403,923.333.333,0.9,136.503.968,147.838.233,3,86367431,45.589.919,-957.916,2.373.484.824,1.284.617.862,LONG,NA,NA,yes,IWS_25280,HU4_53,HU8_346,EDU_77,Minnesota,6.765.749.892,DR_Stream,Glaciated,4.9527,796.488,2.8573,767.915
98,HU12_10399,3909,2.281,2.3,290.275.731,127.258.102,10,120018773,4.531.039,-95.043.142,3.044.363.869,8.137.886.741,ANDREW,NA,7.6,yes,IWS_25587,HU4_53,HU8_346,EDU_77,Minnesota,341.970.874,DR_LakeStream,Glaciated,3.7583,574.188,12.2085,452.103
99,HU12_10399,1903,2.446.875,2.515,320.924.307,131.156.805,8,120018770,45.332.564,-95.099.784,2.114.384.514,7.319.291.283,GAMES,NA,12.8,yes,IWS_26182,HU4_53,HU8_346,EDU_77,Minnesota,5.264.011.337,DR_LakeStream,Glaciated,3.7583,574.188,12.2085,452.103
100,HU12_10399,3501,879,0.91,214.201.359,243.687.553,10,120018774,45.321.102,-95.119.698,8.998.779.107,2.875.427.348,NORWAY,NA,9.1,yes,IWS_25690,HU4_53,HU8_346,EDU_77,Minnesota,7.000.013.481,DR_LakeStream,Glaciated,3.7583,574.188,12.2085,452.103
101,HU12_10400,3673,2.677.142.857,2.74,568.886.757,212.497.722,7,120018778,45.251.932,-95.056.342,2.814.515.841,7.047.543.604,FLORIDA,NA,12.2,yes,IWS_24917,HU4_53,HU8_346,EDU_77,Minnesota,5.873.737.834,DR_Stream,Glaciated,3.4954,624.501,165.938,458.563
102,HU12_10401,77372,386.666.667,0.4,80.829.038,209.040.615,3,86370615,45.277.836,-95.132.073,3.873.688.493,2.980.667.575,MARY,NA,NA,yes,IWS_25458,HU4_53,HU8_346,EDU_77,Minnesota,3.081.544.525,DR_Stream,Glaciated,4.9275,824.005,12.1659,702.346
103,HU12_10401,70116,0.3,0.3,0,0,2,120018783,4.519.289,-95.161.162,2.027.107.427,2.333.035.312,CHURCH,NA,NA,yes,IWS_25493,HU4_53,HU8_346,EDU_77,Minnesota,1.394.142.844,Isolated,Glaciated,4.9275,824.005,12.1659,702.346
104,HU12_1042,6456,1.7145,1.7145,700.459.977,408.550.585,2,49239115,37.593.768,-88.911.685,8.615.820.897,1.102.804.233,LAKE OF EGYPT,NA,13.716,yes,IWS_2447,HU4_49,HU8_297,EDU_31,Illinois,7.855.261.408,DR_Stream,Not_Glaciated,137.071,256.181,25.236,3.821
105,HU12_10422,101148,2.971.111.111,2.95,272.829.821,91.827.539,9,120020518,46.403.096,-95.452.138,1.603.358.754,6.844.414.342,EAST LEAF (MIDDLE),NA,NA,yes,IWS_21823,HU4_25,HU8_336,EDU_42,Minnesota,2.413.589.128,DR_LakeStream,Glaciated,4.4922,523.038,12.1519,401.519
106,HU12_10422,130559,1.875,1.83,453.390.009,241.808.005,5,120020520,46.398.318,-95.423.323,1.665.670.595,680.376.353,EAST LEAF,NA,NA,yes,IWS_19734,HU4_25,HU8_336,EDU_42,Minnesota,1.539.403.123,DR_LakeStream,Glaciated,4.4922,523.038,12.1519,401.519
107,HU12_10422,43198,3.35,3.35,NA,NA,1,120020517,46.410.958,-9.549.139,2.820.245.375,110.608.818,WEST LEAF,NA,16.8,yes,IWS_21541,HU4_25,HU8_336,EDU_42,Minnesota,1.286.365.817,DR_LakeStream,Glaciated,4.4922,523.038,12.1519,401.519
108,HU12_10445,2667,3.539,3.515,435.244.503,122.985.166,10,120018332,46.039.689,-95.371.897,2.302.770.552,2.669.719.626,MILTONA,NA,32,yes,IWS_20934,HU4_25,HU8_337,EDU_42,Minnesota,6.799.904.382,DR_LakeStream,Glaciated,4.5921,34.688,142.837,204.043
109,HU12_10445,101152,4.213,4.11,669.548.355,158.924.366,5,58123225,46.083.422,-95.377.079,120.147.307,8.838.533.581,VERMONT,NA,18,yes,IWS_22097,HU4_25,HU8_337,EDU_42,Minnesota,2.669.319.665,Headwater,Glaciated,4.5921,34.688,142.837,204.043
110,HU12_10445,1451,1.747,1.625,464.179.084,265.700.678,10,58123651,46.061.232,-95.307.395,2.597.858.485,6.591.464.624,IRENE,NA,13.4,yes,IWS_20007,HU4_25,HU8_337,EDU_42,Minnesota,2.329.197.078,DR_Stream,Glaciated,4.5921,34.688,142.837,204.043
111,HU12_10445,34639,3.355,3.355,NA,NA,1,58123731,46.049.862,-95.443.099,4.655.292.455,4.278.550.147,SPRING,NA,164.592,yes,IWS_21050,HU4_25,HU8_337,EDU_42,Minnesota,2.493.845.074,Headwater,Glaciated,4.5921,34.688,142.837,204.043
112,HU12_10446,3711,3.9845,3.9225,487.849.305,122.436.769,10,58124875,45.989.216,-9.541.992,1.781.614.727,346.665.817,IDA,NA,31.7,yes,IWS_22709,HU4_25,HU8_337,EDU_42,Minnesota,3.992.695.798,DR_LakeStream,Glaciated,5.4917,503.807,162.186,341.621
113,HU12_10447,41053,1.318.333.333,1.295,176.455.849,133.847.673,6,58126461,45.793.386,-95.517.911,1.034.961.826,6.751.821.639,POCKET (VAN LOONS),NA,10.7,yes,IWS_22138,HU4_25,HU8_337,EDU_42,Minnesota,3.613.805.031,Headwater,Glaciated,6.6421,525.258,167.857,357.401
114,HU12_10447,3583,1.693.333.333,1.68,452.161.476,267.024.493,9,166870310,4.582.789,-95.480.526,9.847.757.496,1.858.996.042,MARY,NA,10.4,yes,IWS_21789,HU4_25,HU8_337,EDU_42,Minnesota,3.839.096.685,DR_LakeStream,Glaciated,6.6421,525.258,167.857,357.401
115,HU12_10447,3792,2.353.571.429,2.285,763.913.795,324.576.423,7,58126421,45.820.374,-95.420.323,3.836.800.398,8.812.490.454,ANDREW,8.92,25.3,yes,IWS_21798,HU4_25,HU8_337,EDU_42,Minnesota,1.263.974.606,DR_Stream,Glaciated,6.6421,525.258,167.857,357.401
116,HU12_10448,2939,2.3665,2.4025,255.951.927,108.156.318,10,58125933,45.877.146,-95.526.236,517.665.708,2.769.310.583,LOBSTER (EAST BAY),4.91,19.8,yes,IWS_22410,HU4_25,HU8_337,EDU_42,Minnesota,7.179.111.247,DR_LakeStream,Glaciated,6.8686,391.212,12.081,270.402
117,HU12_10448,112529,2.682,2.57,412.574.572,153.830.937,10,120018350,45.864.363,-95.563.973,6.657.673.479,5.248.856.683,CROOKED (NW BAY),NA,12.8016,yes,IWS_23010,HU4_25,HU8_337,EDU_42,Minnesota,1.527.281.834,Isolated,Glaciated,6.8686,391.212,12.081,270.402
118,HU12_10448,2076,2.397.857.143,2.13,548.739.898,228.845.951,7,120018353,45.852.024,-95.532.041,1.773.523.802,8.545.006.444,MILL,5.2,12.2,yes,IWS_21617,HU4_25,HU8_337,EDU_42,Minnesota,2.732.988.302,DR_LakeStream,Glaciated,6.8686,391.212,12.081,270.402
119,HU12_10449,1295,4.1615,4.23,440.984.064,105.967.575,10,58125937,45.874.667,-95.434.765,3.078.724.892,1.418.075.652,LATOKA (SOUTH BAY),NA,32.9,yes,IWS_20543,HU4_25,HU8_337,EDU_42,Minnesota,6.182.470.061,Headwater,Glaciated,9.0256,451.201,168.704,282.497
120,HU12_10449,103160,3.925,3.925,374.766.594,95.481.935,2,166870379,45.907.799,-95.426.277,3.507.971.966,3.046.108.772,STONEY,NA,17.7,yes,IWS_21121,HU4_25,HU8_337,EDU_42,Minnesota,5.038.737.597,DR_LakeStream,Glaciated,9.0256,451.201,168.704,282.497
121,HU12_10449,71016,2.74,2.74,0,0,2,166870376,45.913.591,-95.429.344,3.487.682.849,4.404.559.318,NORTH UNION,NA,12.8,yes,IWS_24688,HU4_25,HU8_337,EDU_42,Minnesota,827.136.355,DR_LakeStream,Glaciated,9.0256,451.201,168.704,282.497
122,HU12_10449,2196,3.3865,3.35,355.387.504,10.494.242,10,58125883,45.900.078,-95.417.412,9.537.200.144,4.846.650.122,COWDRY,NA,15.8,yes,IWS_24304,HU4_25,HU8_337,EDU_42,Minnesota,3.825.896.789,DR_LakeStream,Glaciated,9.0256,451.201,168.704,282.497
123,HU12_10449,65913,3.85,3.85,480.832.611,124.891.587,2,58125607,45.900.727,-95.428.662,2.018.625.234,330.080.939,LOTTIE (TAYLOR),NA,9.4,yes,IWS_24549,HU4_25,HU8_337,EDU_42,Minnesota,5.200.915.635,DR_LakeStream,Glaciated,9.0256,451.201,168.704,282.497
124,HU12_10449,47286,2.8305,2.9875,389.967.591,137.773.394,10,58125641,45.905.286,-95.441.727,1.173.800.796,5.568.395.922,BROPHY,NA,13.4,yes,IWS_24047,HU4_25,HU8_337,EDU_42,Minnesota,1.018.550.991,DR_LakeStream,Glaciated,9.0256,451.201,168.704,282.497
125,HU12_10449,28391,2.599.166.667,2.59,284.928.354,109.622.964,6,120018341,45.928.914,-9.541.899,8.457.645.664,3.481.650.856,LOUISE,NA,10.1,yes,IWS_21021,HU4_25,HU8_337,EDU_42,Minnesota,4.896.432.756,DR_LakeStream,Glaciated,9.0256,451.201,168.704,282.497
126,HU12_10450,3113,2.857,2.72,517.221.208,181.036.475,10,58126057,45.874.335,-95.334.057,1.689.782.845,1.048.134.871,VICTORIA,NA,18.3,yes,IWS_24091,HU4_25,HU8_337,EDU_42,Minnesota,8.097.054.244,DR_LakeStream,Glaciated,8.012,617.988,169.115,448.873
127,HU12_10450,99156,2.68,2.1,1.110.135.127,414.229.525,3,58126193,4.584.833,-95.343.526,6.928.298.141,4.295.115.897,BURGEN,NA,13.1,yes,IWS_24146,HU4_25,HU8_337,EDU_42,Minnesota,1.251.188.595,DR_LakeStream,Glaciated,8.012,617.988,169.115,448.873
128,HU12_10450,94998,1.263,1.295,269.940.323,213.729.472,10,120018349,45.863.951,-95.308.508,4.609.173.441,5.389.435.283,JESSIE,NA,7.9,yes,IWS_20270,HU4_25,HU8_337,EDU_42,Minnesota,3.181.004.928,DR_LakeStream,Glaciated,8.012,617.988,169.115,448.873
129,HU12_10450,39951,3.555.625,3.24,109.696.151,308.514.399,8,58126399,45.817.249,-95.342.064,4.219.367.287,2.753.657.701,UNION,NA,13.7,yes,IWS_24505,HU4_25,HU8_337,EDU_42,Minnesota,8.910.251.831,DR_Stream,Glaciated,8.012,617.988,169.115,448.873
130,HU12_10451,305,3.155,0.3,119.825.104,379.794.308,10,58125935,45.880.568,-95.396.358,8.549.183.442,8.064.663.061,WINONA,NA,NA,yes,IWS_21717,HU4_25,HU8_337,EDU_42,Minnesota,469.752.456,Headwater,Glaciated,333.022,322.624,11.5331,207.293
131,HU12_10451,117610,2.6665,2.44,682.137.368,255.817.502,10,120018346,45.900.096,-95.327.828,2.633.615.011,8.296.047.129,GENEVA,NA,19.2,yes,IWS_21478,HU4_25,HU8_337,EDU_42,Minnesota,9.586.438.814,DR_LakeStream,Glaciated,333.022,322.624,11.5331,207.293
132,HU12_10451,1572,342.875,3.66,866.341.858,252.669.882,8,58125277,45.928.508,-95.350.883,7.263.016.207,1.573.006.599,LE HOMME DIEU,NA,25.9,yes,IWS_21056,HU4_25,HU8_337,EDU_42,Minnesota,898.346.396,DR_LakeStream,Glaciated,333.022,322.624,11.5331,207.293
133,HU12_10452,3573,3.608.333.333,3.51,438.014.459,121.389.689,6,58125241,45.964.785,-95.357.911,105.664.497,2.062.711.086,CARLOS,NA,49.7,yes,IWS_20356,HU4_25,HU8_337,EDU_42,Minnesota,1.604.007.253,DR_LakeStream,Glaciated,8.4753,230.736,10.9611,12.1125
134,HU12_10452,3017,284.875,2.9,376.039.037,132.001.417,8,58125473,45.918.973,-95.396.336,4.220.085.608,1.078.445.715,DARLING,NA,18.9,yes,IWS_19671,HU4_25,HU8_337,EDU_42,Minnesota,2.860.445.032,DR_LakeStream,Glaciated,8.4753,230.736,10.9611,12.1125
135,HU12_10459,69333,4.485,4.2675,718.439.667,160.187.217,10,86273637,46.875.642,-95.731.718,1.278.602.852,9.772.000.627,PICKEREL,NA,22.6,yes,IWS_34922,HU4_54,HU8_325,EDU_16,Minnesota,5.922.336.708,Isolated,Glaciated,3.1248,12.3213,11.0359,1.2854
136,HU12_10459,38157,2.738,2.72,420.417.782,153.549.226,10,120018464,4.688.266,-95.697.647,7.117.706.598,1.705.126.508,COTTON,NA,7.6,yes,IWS_33772,HU4_54,HU8_325,EDU_16,Minnesota,9.345.250.612,DR_LakeStream,Glaciated,3.1248,12.3213,11.0359,1.2854
137,HU12_10463,770,6.6805,6.8225,654.876.791,9.802.811,10,86276583,46.693.727,-95.779.428,9.937.344.706,3.956.111.819,SCALP (SEVEN),9.81,24.4,yes,IWS_33122,HU4_54,HU8_325,EDU_16,Minnesota,550.246.899,DR_LakeStream,Glaciated,4.7436,342.739,203.961,138.778
138,HU12_10463,34980,4.57,4.57,NA,NA,1,86276397,4.670.657,-95.761.739,9.563.039.229,619.923.602,FIVE,NA,234.696,yes,IWS_34503,HU4_54,HU8_325,EDU_16,Minnesota,1.997.638.262,Isolated,Glaciated,4.7436,342.739,203.961,138.778
139,HU12_10463,48660,3.607,3.585,326.795.893,90.600.469,10,86277261,46.628.537,-95.824.867,4.086.821.925,2.729.014.278,EAST LOON,NA,32.004,yes,IWS_34992,HU4_54,HU8_325,EDU_16,Minnesota,101.433.001,Isolated,Glaciated,4.7436,342.739,203.961,138.778
140,HU12_10463,19307,5.0615,5.19,81.956.984,161.922.323,10,120018539,46.624.785,-95.783.596,2.634.809.196,1.487.260.592,SYBIL,NA,22.6,yes,IWS_34691,HU4_54,HU8_325,EDU_16,Minnesota,728.477.836,Isolated,Glaciated,4.7436,342.739,203.961,138.778
141,HU12_10463,131279,3.202,03.05,343.449.414,107.260.904,5,86276707,46.674.557,-95.748.404,4.847.884.703,1.547.516.003,ROSE,NA,37.5,yes,IWS_33902,HU4_54,HU8_325,EDU_16,Minnesota,6.908.507.136,Headwater,Glaciated,4.7436,342.739,203.961,138.778
142,HU12_10463,2549,6.944.375,7.0525,158.547.748,22.831.104,8,86276305,46.709.861,-95.778.321,7.421.631.482,4.941.007.623,SIX,NA,33.5,yes,IWS_33662,HU4_54,HU8_325,EDU_16,Minnesota,6.408.107.489,Headwater,Glaciated,4.7436,342.739,203.961,138.778
143,HU12_10463,76530,4.173.333.333,4.6,8.450.641,202.491.398,3,120018538,46.610.858,-95.860.632,2.198.668.317,1.076.896.898,EAST SPIRIT,NA,11.5824,yes,IWS_33514,HU4_54,HU8_325,EDU_16,Minnesota,2.963.637.498,Isolated,Glaciated,4.7436,342.739,203.961,138.778
144,HU12_10463,74438,2.265,2.4025,27.505.555,121.437.329,10,86277197,46.652.553,-95.753.147,5.084.806.389,1.958.231.888,LONG (MAIN LAKE),NA,39,yes,IWS_33176,HU4_54,HU8_325,EDU_16,Minnesota,2.577.535.026,DR_LakeStream,Glaciated,4.7436,342.739,203.961,138.778
145,HU12_10464,28730,5.98,5.98,56.568.542,9.459.622,2,86277535,46.615.076,-95.725.599,4.204.223.084,238.515.583,KERBS,NA,30.5,yes,IWS_33726,HU4_54,HU8_325,EDU_16,Minnesota,6.524.733.638,Isolated,Glaciated,5.27,482.828,145.208,33.762
146,HU12_10464,2995,2.127,2.44,457.888.875,215.274.507,10,120018535,46.634.103,-95.556.424,8.360.292.487,1.157.383.447,LITTLE PINE,NA,23.8,yes,IWS_35409,HU4_54,HU8_325,EDU_16,Minnesota,1.145.635.743,DR_LakeStream,Glaciated,5.27,482.828,145.208,33.762
147,HU12_10464,99424,6.073,5.945,926.163.532,15.250.511,10,86277503,4.661.095,-9.570.421,4.820.195.907,1.035.001.376,LITTLE MCDONALD,NA,33.2,yes,IWS_34346,HU4_54,HU8_325,EDU_16,Minnesota,1.051.396.671,Isolated,Glaciated,5.27,482.828,145.208,33.762
148,HU12_10464,8601,6.335,6.4,409.036.809,64.567.768,10,86277751,46.596.466,-95.699.323,1.336.922.459,4.871.135.176,PAUL,NA,246.888,yes,IWS_35125,HU4_54,HU8_325,EDU_16,Minnesota,6.527.250.281,Isolated,Glaciated,5.27,482.828,145.208,33.762
149,HU12_10465,3028,2.370.555.556,2.13,858.015.313,361.946.933,9,120018467,46.865.578,-95.491.285,6.785.518.286,1.564.780.128,TOAD,NA,8.8,yes,IWS_33294,HU4_54,HU8_325,EDU_16,Minnesota,2.660.393.276,DR_Stream,Glaciated,4.0133,186.218,153.241,3.2977
150,HU12_10467,692,3.0205,2.8175,689.599.119,22.830.628,10,86274381,4.683.666,-95.564.989,1.622.419.062,6.857.475.099,LITTLE TOAD,NA,19.8,yes,IWS_33906,HU4_54,HU8_325,EDU_16,Minnesota,1.835.903.723,DR_LakeStream,Glaciated,4.4134,368.781,286.179,8.2602
151,HU12_10470,1892,3.495.625,3.505,381.411.266,109.111.036,8,120018559,46.566.858,-9.575.829,225.278.875,1.191.262.194,BIG MCDONALD (SE BAY),NA,12.2,yes,IWS_35063,HU4_54,HU8_325,EDU_16,Minnesota,2.919.395.928,DR_LakeStream,Glaciated,4.5702,343.878,232.756,11.1122
152,HU12_10470,12016,1.8515,1.765,326.292.728,176.231.557,10,120018551,46.586.674,-95.739.701,1.257.681.121,9.052.078.753,BERGER,NA,NA,yes,IWS_33961,HU4_54,HU8_325,EDU_16,Minnesota,1.561.378.006,Headwater,Glaciated,4.5702,343.878,232.756,11.1122
153,HU12_10470,3782,4.673.333.333,4.57,529.380.534,113.276.862,9,120018557,46.580.824,-95.766.924,3.939.601.434,9.190.605.608,BIG MCDONALD (N. BAY),NA,12.2,yes,IWS_35064,HU4_54,HU8_325,EDU_16,Minnesota,1.964.623.024,Isolated,Glaciated,4.5702,343.878,232.756,11.1122
154,HU12_10470,738,5.149,05.03,447.640.729,86.937.411,10,86277937,46.581.655,-95.788.869,2.365.255.295,749.876.962,BIG MCDONALD (W. MCDONALD),NA,12.2,yes,IWS_35271,HU4_54,HU8_325,EDU_16,Minnesota,1.405.612.142,Isolated,Glaciated,4.5702,343.878,232.756,11.1122
155,HU12_10471,2255,3.955,3.885,700.797.165,177.192.709,10,120018578,46.520.454,-95.810.698,1.662.006.121,4.392.171.964,STAR,NA,28.7,yes,IWS_35165,HU4_54,HU8_325,EDU_16,Minnesota,2.885.899.622,DR_LakeStream,Glaciated,3.7089,236.666,17.603,6.0636
156,HU12_10471,115878,5.645,5.79,329.203.584,5.831.773,7,86278383,46.552.538,-95.850.708,1.263.631.451,595.216.559,EAST SILENT,NA,14.6,yes,IWS_33728,HU4_54,HU8_325,EDU_16,Minnesota,1.638.189.644,Isolated,Glaciated,3.7089,236.666,17.603,6.0636
157,HU12_10471,67294,4.299.375,4.57,726.530.097,16.898.505,8,86278907,46.520.141,-95.866.526,1.097.049.377,9.866.933.508,STAR,NA,28.7,yes,IWS_33904,HU4_54,HU8_325,EDU_16,Minnesota,9.636.265.926,Headwater,Glaciated,3.7089,236.666,17.603,6.0636
158,HU12_10473,584,2.824.166.667,2.72,2.780.003,98.436.223,6,120018590,46.477.433,-95.755.196,302.031.575,6.457.149.243,DEAD,NA,19.8,yes,IWS_33905,HU4_54,HU8_325,EDU_16,Minnesota,3.236.533.993,DR_LakeStream,Glaciated,3.7924,305.187,163.444,141.743
159,HU12_10474,34974,1.75,1.75,325.269.119,185.868.068,2,120018602,46.435.743,-95.678.347,2.335.412.107,8.681.012.946,WALKER,NA,7.6,yes,IWS_34013,HU4_54,HU8_325,EDU_16,Minnesota,9.673.335.444,DR_LakeStream,Glaciated,3.9683,355.371,11.8884,236.487
160,HU12_10474,3186,4.022.222.222,3.96,514.217.312,127.844.083,9,86280333,46.427.156,-95.805.528,3.396.293.336,9.946.507.774,PICKEREL,NA,23.8,yes,IWS_33304,HU4_54,HU8_325,EDU_16,Minnesota,122.526.538,Headwater,Glaciated,3.9683,355.371,11.8884,236.487
161,HU12_10477,741,3.276,3.0125,483.251.717,147.512.734,10,120018643,46.275.774,-95.581.622,295.091.942,1.260.494.282,STUART (MAIN BASIN),NA,12.5,yes,IWS_35002,HU4_54,HU8_325,EDU_16,Minnesota,1.021.597.221,DR_LakeStream,Glaciated,5.8837,474.272,172.985,301.287
162,HU12_10477,493,3.125,3.125,NA,NA,1,120018639,46.295.483,-95.551.057,7.945.983.687,2.148.414.624,EAST BATTLE,NA,23.5,yes,IWS_34833,HU4_54,HU8_325,EDU_16,Minnesota,6.359.211.164,DR_LakeStream,Glaciated,5.8837,474.272,172.985,301.287
163,HU12_10478,117896,3.7725,3.7725,53.033.009,14.057.789,2,120018660,46.197.697,-9.564.172,1.100.933.254,6.663.816.786,BELMONT,NA,10.3632,yes,IWS_32838,HU4_54,HU8_325,EDU_16,Minnesota,2.515.200.719,Isolated,Glaciated,5.1449,558.565,12.6852,431.713
164,HU12_10478,972,4.404,4.15,674.408.383,153.135.418,10,120018653,46.249.148,-95.667.133,1.015.632.712,2.315.373.937,CLITHERALL,NA,21.3,yes,IWS_34817,HU4_54,HU8_325,EDU_16,Minnesota,1.471.276.086,DR_LakeStream,Glaciated,5.1449,558.565,12.6852,431.713
165,HU12_10479,1423,5.7675,5.645,1.085.284.689,188.172.465,8,86282087,46.292.879,-95.748.684,7.722.092.245,5.166.158.079,ELBOW,NA,14,yes,IWS_33665,HU4_54,HU8_325,EDU_16,Minnesota,2.574.651.829,Isolated,Glaciated,4.9784,314.062,4.9127,264.935
166,HU12_10479,3392,3.273,3.275,370.069.063,113.067.236,10,86281935,46.305.784,-95.728.233,207.650.355,6.437.626.479,SILVER (1ST SILVER),NA,13.1,yes,IWS_35457,HU4_54,HU8_325,EDU_16,Minnesota,1.997.227.214,Isolated,Glaciated,4.9784,314.062,4.9127,264.935
167,HU12_10479,542,3.804,3.63,641.702.596,168.691.534,10,120018642,46.294.155,-95.656.185,2.231.843.113,2.982.741.903,WEST BATTLE,NA,34.4,yes,IWS_34412,HU4_54,HU8_325,EDU_16,Minnesota,1.716.031.265,DR_LakeStream,Glaciated,4.9784,314.062,4.9127,264.935
168,HU12_1048,7165,3.556,3.556,NA,NA,1,49229771,37.857.432,-88.577.725,2.634.510.714,4.105.455.687,HARRISBURG RESV.,NA,9.144,yes,IWS_2628,HU4_49,HU8_297,EDU_31,Illinois,132.079.764,DR_Stream,Not_Glaciated,8.5389,633.748,256.513,377.235
169,HU12_10480,454,3.346,3.15,896.737.296,268.002.778,10,120018631,46.347.559,-95.659.102,5.276.547.679,1.073.411.075,BLANCHE,NA,19.5,yes,IWS_34539,HU4_54,HU8_325,EDU_16,Minnesota,3.671.127.616,DR_LakeStream,Glaciated,4.3473,321.192,7.1933,251.159
170,HU12_10480,120066,4.958.125,4.8875,427.734.376,86.269.381,8,120018627,46.357.425,-95.623.887,7.585.326.149,5.064.213.052,ETHEL,NA,195.072,yes,IWS_33083,HU4_54,HU8_325,EDU_16,Minnesota,62.625.756,Isolated,Glaciated,4.3473,321.192,7.1933,251.159
171,HU12_10482,2165,1.695,1.635,292.622.244,172.638.492,10,120018553,46.610.216,-95.491.872,1.906.370.227,2.518.107.221,BIG PINE,NA,22.9,yes,IWS_34924,HU4_54,HU8_325,EDU_16,Minnesota,263.812.431,DR_LakeStream,Glaciated,7.9106,523.123,149.025,374.098
172,HU12_10484,2691,2.6145,2.5525,468.149.133,179.058.762,10,120018569,46.530.348,-95.657.001,6.489.298.931,1.407.978.224,MARION,NA,18.3,yes,IWS_34413,HU4_54,HU8_325,EDU_16,Minnesota,1.890.563.035,Headwater,Glaciated,5.2676,492.415,228.959,263.456
173,HU12_10485,139504,4.85,4.85,NA,NA,1,86279237,46.501.192,-95.683.323,3.187.988.225,2.923.816.722,LONE PINE,NA,NA,yes,IWS_33562,HU4_54,HU8_325,EDU_16,Minnesota,6.038.193.665,DR_Stream,Glaciated,4.1124,346.838,11.9899,226.939
174,HU12_10486,482,3.3865,3.355,434.894.943,128.420.181,10,120018620,46.399.858,-9.566.238,5.675.577.242,3.796.498.292,OTTER TAIL,NA,36.6,yes,IWS_32993,HU4_54,HU8_325,EDU_16,Minnesota,4.729.227.803,DR_LakeStream,Glaciated,4.0656,324.093,5.2741,271.352
175,HU12_10487,78717,2.21,2.21,113.137.085,51.193.251,2,86275415,46.772.881,-95.854.115,1.261.056.829,1.511.178.431,GLAWE,NA,NA,yes,IWS_34406,HU4_54,HU8_325,EDU_16,Minnesota,5.883.947.449,Isolated,Glaciated,9.371,198.579,165.513,3.3066
176,HU12_10487,4195,3.069.444.444,3.35,497.502.792,162.082.357,9,120018493,46.788.689,-95.833.243,128.419.643,235.175.243,DETROIT,NA,25,yes,IWS_33771,HU4_54,HU8_325,EDU_16,Minnesota,8.029.818.297,DR_LakeStream,Glaciated,9.371,198.579,165.513,3.3066
177,HU12_10488,118966,3.951.428.571,3.66,755.412.218,191.174.459,7,120018525,46.682.892,-95.863.239,2.467.495.353,1.383.826.016,TROWBRIDGE,NA,231.648,yes,IWS_32724,HU4_54,HU8_325,EDU_16,Minnesota,8.859.417.162,DR_LakeStream,Glaciated,4.1156,248.197,179.226,6.8971
